,stem_review,polarity_score,sentiment
2358,maju teus anies baswedan program kerja pragib,2,positif
2359,wakanda no more indonesia mantap pakan,5,positif
2360,pasang amin harmoni lengkap tokoh bawa kuat bijaksana masingmasing cipta sinergi sempurna pimpin indonesia arah,-6,negatif
2361,program pragib program pasang amin dar narasi katakata rekam jejak nyata,1,positif
2362,capres bingung segitu kwalitas pikir bangsa butuh pimpin visi depan bingung,-7,negatif
2363,sepakat debat betani singkong,7,positif
2364,anies baswedan puji pimpin harap inspirasi bangun inklusif progresif moga kontribusi positif maju jakarta indonesia,5,positif
2365,ha ha ha,0,netral
2366,sih prabowo gibran pragib paham materi gagas,0,netral
2367,puji anies baswedan pimpin tampil kharismatik wibawa jabat gubernur jakarta,-1,negatif
2368,anisemang mantap,5,positif
2369,bismillah anis baswedan,4,positif
2370,paslon amin aku pasang capres cawapres lengkap,4,positif
2371,prabowo emosi ya,3,positif
2372,program pragib jelas nya cerna bikin bingung,-7,negatif
2373,kayak nasib bangsa depan kalo pimpin pragib khawatir,-7,negatif
2374,program kerja pragib emm program kerja pragib,4,positif
2375,presiden baperan sabar ya obat tekan nya minum,0,netral
2376,onta yaman tololllllllllllll utang orang bayarrrrrrrrrrrrr woii ontaaaa,-4,negatif
2377,capres bingung segitu kwalitas pikir bangsa butuh pimpin visi depan bingung,-7,negatif
2378,insyaa allah keluarga pilih nomor,4,positif
2379,baperan ngegas lg sabar ya huhaha argumen berat adem belah sisi,-4,negatif
2380,debat lihat kualitas debat publik anies unggul segi emosional pikir gagas,8,positif
2381,duh nies nies gaya lu kayak resin jakarta aje zaman ahok lu lawan pakai sara pilih banjir air alir laut preman tana abang berantas lu lestari urus rangkai jago ya jago omong doang,-10,negatif
2382,ya program kerja pragib sih ya,10,positif
2383,hot line paris,-4,negatif
2384,pimpin ingarso sontoloyo,0,netral
2385,ganjarmahfud ri brterbaik ganjar,2,positif
2386,anis layak,-2,negatif
2387,modal pandai bicara tentu pimpin utama rekam jejak ukur bukti pilih,-7,negatif
2388,a href,0,netral
2389,pandai omong pandai kerjaapalagi pandai kerja tambah kecut pulabrmembutuhkan pemimpim berani berantas mafia koruptor negara,-8,negatif
2390,cek ombak pilih anies komen pilih prabowo like,-8,negatif
2391,putus pilih amin presiden,-1,negatif
2392,kpu jujur bismillah anis baswedan,7,positif
2393,anis,0,netral
2394,debat capres kali kalah nyalon ragu pasang pragib,0,netral
2395,cerdas bernas aniesbr komitmen anti ordal komitmen oposisi oportunisbr junjung etika lindung putus hukum salah dasar etikabr concern kendali kendali tunai mandat rakyatbrbrbismillah moga anies pilih presiden amin,-5,negatif
2396,persiden hidup susah cari kerja susah,-9,negatif
2397,program kerja pragib lanjut program perintah jokowi,-1,negatif
2398,danta gagas baik,2,positif
2399,debat capres ragu pasang pragib,4,positif
2400,dnta baik,2,positif
2401,prabowo the best,0,netral
2402,kolom komenta tau suara pilih preesiden sayang harap hancur manipulasi data final hasil milu ordal ordal,-4,negatif
2403,anis moga allah swt mudah menang presiden,11,positif
2404,anis pintar banget bahasa nya ragu anis tata bahasa tata negara kota,-9,negatif
2405,kali pragib bingung ikut depat heran,-2,negatif
2406,evaluasi pasang pragib ragu pilih pasang,3,positif
2407,amin menang pilpres,-1,negatif
2408,kucing ayam sayur,0,netral
2409,bayang indonesia depan kalo pimpin pragib khawatir,-2,negatif
2410,papar anis sempurna teori asumsi mantap pilih ganjarmahfud,-3,negatif
2411,prabowo ambisius sehingg pilih anies,-2,negatif
2412,kayak tau bowo,-7,negatif
2413,usaha mandek kuasa thn tolol alas kalo pengin usaha kuasa gitu makan kebelet kuasa bisnis lancar diroasting anies sih bowo monyong monyong kayak banci eh maksud gua kayak emak emak quotsory yeequot banci banget sih cowok jantan omong quotsory yeeeeequot bibir monyong monyong brbrapa sih gibran quotkalian pintar kasih solusiquot pimpin mikir mikir itungan jt anak tuh anak haram aja,-18,negatif
2414,terima kasih kpu terima kasih dr anies rasyid baswedan,6,positif
2415,program kerja pragib kali,2,positif
2416,visi misi nya prabowo gibran,2,positif
2417,program kerja pragib laksana,2,positif
2418,anis presiden prabowo wakil ting instan ganjar langkah selesai,7,positif
2419,paham asa bingung jelas rinci program visi pragib mudah paham,4,positif
2420,anies is the best,0,netral
2421,anies the best,0,netral
2422,prabowo bingung dapat tanggap,3,positif
2423,program kerja pragib sayang yakin debat kali,8,positif
2424,program kerja anies nyata,4,positif
2425,tuju program kerja pragib cerna otak,-4,negatif
2426,statement a href balas a href,-2,negatif
2427,srnoga pilih jujur bebas curang ordal,-8,negatif
2428,pps ganjar asri kota metro hadir,1,positif
2429,ruang program kerja pragib klarifikasi informasi hilang ragu,-6,negatif
2430,debat mantul paslon pasang pragib bingung,7,positif
2431,program kerja pragib,2,positif
2432,kali nyalon kalah pilih prabowo,-6,negatif
2433,debat mantul paslon tuju program kerja pragib,4,positif
2434,hebat,0,netral
2435,hati cerdas emosional biasaselalu senyum bicara santun,3,positif
2436,anis visi misi serang kubuh lawan visi misi anis serang lawan mikir,-11,negatif
2437,setujuuuu visi misi ubah tegak adil serta contoh nyata kalo serang visi misi anies kalo serang klarifikasibrkrn guna debat audiens paham visi misi visi misi gaung contoh ketidakadilan tega hukum benah,1,positif
2438,anggur salah satu gap kompetensi cari kerja requirement tentu sedia lapang kerja kompetensi dapat proses didik sekolah menengahvokasisarjana tersiasiakan masuk kriteria butuh opsi downgrade pilih kerja kompetensi proses didik tambah saing cari kerja andai perintah proses didik outputnya betulbetul butuh minimal sesuai requirement sedia lapang kerja cipta standar sedia lapang kerja tentu kualifikasi jamin harap cari kerja ganjar issue sentuh lapang konkret,15,positif
2439,moga ajaib allah swt kabul doa rakyat indonesai anies presiden ri aamiin yrba,11,positif
2440,bismilah anies baswedan indonesia butuh sosok presiden akhlak cerdas ya rabb mudah lancar,11,positif
2441,ragu pilih prabiwo gibran,-5,negatif
2442,prabowo promosi promisi jokowi,0,netral
2443,debat program kerja prabowo,5,positif
2444,katasaya nilai anis terbaikorang cerdas nilai inijadilah pilih rasionalbukan pilih fanatikapalagi ikuttan akal sehat mu jeli nilai debat,18,positif
2445,no yes kolaborasi senior amp gen,0,netral
2446,ayo tentu pilih golput,-1,negatif
2447,a href lucu wowo,1,positif
2448,khawatir pimpin prabowo ya guys,1,positif
2449,masya allah anis solu ala nabi moga baik bangsa,10,positif
2450,makassar sepakat dukung anis,8,positif
2451,deh progaram kerja prabowo gibran,2,positif
2452,pendukungnye kayak rame otak berahlak moderator suruh tenang,-4,negatif
2453,ragu pilih kali kalah pilpres prabowo,-9,negatif
2454,prabowo pilihankuapapun,0,netral
2455,ragu pilih pasang no prabowo gibran,-1,negatif
2456,tetap allah ganggu gugat,4,positif
2457,pilih pasang prabowo gibran sih,2,positif
2458,pilih prabowo kali kalah pilpres,-6,negatif
2459,brabowo,0,netral
2460,a href gibran panass,0,netral
2461,ntb menang ganjar mahfuzd presiden,4,positif
2462,prabowo gibran pilih khawatir indonesia,-6,negatif
2463,pragib normatif terus,0,netral
2464,pilih pasang prabowo gibran,2,positif
2465,prabowo calon kali gagal indonesia butuh ubah amin,-9,negatif
2466,dukung amin no,4,positif
2467,didik indonesia salah buruk indonesia lihat visi misi pasang pragib singgung indonesia maju,-4,negatif
2468,ragu pilih pasang pragib putus pilih amin,-5,negatif
2469,pilih anies,-2,negatif
2470,kpu adilbrjangan bikin skandalbrbrkpu nkri tang andabrjika jurdil berkahbrjika curang tunggu azab juta rakyat indonesia,-9,negatif
2471,khawatir pasang prabowo gibran pimpin indonesia,0,netral
2472,indonesia pimpin pragib rakyat sengsara,-5,negatif
2473,ragu pilih pasang pragib no urut,-1,negatif
2474,pas muakgak presemosian rakyat gimana kampung pilih amin,1,positif
2475,prabowo bingung kasih faktafakta anies,1,positif
2476,debat kemarin prabowo,3,positif
2477,ya samam program kerja pasang pragib iya jalan,10,positif
2478,insyallah warga nu pilih no amin,-2,negatif
2479,anies kereeeenn,0,netral
2480,pasang pragib bingung anies ragu cerdas,1,positif
2481,rame doang sosmed elektabilitasnya rendah capres no,-5,negatif
2482,p prabowo harga mati pancasila mana bpk pancasila ganti eka sila tinggal ketok palu p jowi brontak partai pks ampdemo masyarakat gagal ganti ekasila,-4,negatif
2483,ragu program program gagas pragib,-3,negatif
2484,pilih pragib deh x nyalon gagal,-6,negatif
2485,prabowo bingung debat kali ya guys,8,positif
2486,program prabowo mas gibran dengen program jokowi butuh ubah,-5,negatif
2487,pragib x kalah nyalon dah nyalon bikin pilih dua,-11,negatif
2488,pasang pragib debat kali bingung,7,positif
2489,makan selesai stanting perhati buruk didik indonesia indonesia maju,-7,negatif
2490,pragib presiden pemikira buat belu,4,positif
2491,ayo swing voter tentu pilih no amin,-1,negatif
2492,ajar omong omong,-10,negatif
2493,masadepan maju ubah kalo pimpin pragib takut dar omong tindak,-7,negatif
2494,anis baswedan presiden ri nomor amin,3,positif
2495,program program tawar pragib,-4,negatif
2496,pragib bingung habis ikut debat nih,0,netral
2497,tiga kandidat capres pilih uji atas masyarakatbrbrdan anies baswedan uji jakarta brbrkok calon presiden puja muji presiden aneeehh,8,positif
2498,ragu pilih pasang pragib pimpin,-1,negatif
2499,gayakin program kerja pragibbrnnti gd perubahanynya,2,positif
2500,paslon anies rapiberwibawatutur nya santuntidak mudah pancing pintar,3,positif
2501,no yesss banget,1,positif
2502,debat legowo pilih presiden pilih koar disosmed,2,positif
2503,ganjar markotopbrgama ri,2,positif
2504,sesi debat kalo sudut pandang netral gue pribadi layak pilih kalo paslon nomor nomor alas tonton sesi debat kirakira tuju dapat gue,-2,negatif
2505,a href,0,netral
2506,pilih deh pilih menang,-5,negatif
2507,ajining saka lathibrajing raga saka busonobrbrdari lisan ungkap smartbrdari baju pakai anies presidenbrbrselebihnya pasrah tuhan maha kuasa,12,positif
2508,kpu kalo dar ambil fishball panelis kali ditugasin,-5,negatif
2509,anies tel kandidat sopan excellent,0,netral
2510,maju anies pimpin indonesia,0,netral
2511,ngeskip pidato prabowo yuk ngumpul,4,positif
2512,bayang bangga presiden anis hadir pidato pbb,7,positif
2513,anies presiden maduk akal,3,positif
2514,ganjar lupa tobat ya habis tonton bokep,-7,negatif
2515,bicara hasut adil contoh bersih orang laaahhh sadar fakta kkn kalo hoki penting anak pres masuk cawapress maaf ya nyinyir fakta tutup mata telinga hati aku jujur hati langgar etika berkah,-8,negatif
2516,wayahe prabowo tampil rek liyane minggir sik,-2,negatif
2517,bismillah anies presiden,7,positif
2518,pintar amanah amp religius presiden indonesia,8,positif
2519,gemoy gemoy emosi,-1,negatif
2520,moga curang milu,-4,negatif
2521,quotwakanda no more indonesia foreverquot duh haru gue kalo beliau benar pilih moga rakyat indonesia pilih ya coblos nomor,-5,negatif
2522,panelis tugas ngambil undi wkwkwk,2,positif
2523,bismillah pimpin amanah amp cerdas no anies doa baik mnjd presiden ri aamiin,16,positif
2524,anjay hasil korup bayar bazzzzer,-7,negatif
2525,alhamduhlillahtanya priba ada capres cawapres mak tuju niat bi pres den ri kan cam ganggu rekayasa kete mu usul singkat sistem milu buka ji kak aparat me amin,-15,negatif
2526,amin kalo tanggap tatap orang dapat nya moderator tatap,2,positif
2527,republik re publik umumbrdari rakyat rakyat rakyat,0,netral
2528,dukung prabowo pada anies rb,1,positif
2529,pks oposisi,-3,negatif
2530,sak karepmu buk,0,netral
2531,tau judul lagu awal,0,netral
2532,duh lagianis paket lengkap solutif santun wibawa rekam jejak nya terang benderang,-4,negatif
2533,anies,0,netral
2534,assallamu allaikum,0,netral
2535,kpu mantabbrbrjayalah indonesia,0,netral
2536,prabowo,0,netral
2537,hidup anisbravo,-2,negatif
2538,anies,0,netral
2539,titip pesan kpu jujur netral adiljangan interpensi kuasa,5,positif
2540,no tuhan kati baik,5,positif
2541,kalo kpu curang cocok nalar kpu angkat presiden initerbukti kpu ubah ubah atur halhal hubung debat,3,positif
2542,paslon usung paslon suara serang perintah adil main persepsi dukung tata oposaan milik ruanbyang lega paslon perintah paslon usung partai memerintahquotsaya calon apa prabowo calon diriquotbrpaslon gandeng anak presiden ofensif defensif andal puas pilih jokowi gaya komandan program perintah gagas lanjut pintar berkatakata sentimen paslon lawannyabrpaslon putar balik fakta serang perintah periode adil ofensif paslon br tanding seru serang tahan bingung serang serang tahan rektor vs komandan vs dosen,-17,negatif
2543,bismillahsemoga allah ridhoi bp anies baswedan presiden ri sd,8,positif
2544,gila anies berani banget mantap mantap,9,positif
2545,alhamduhlillahterasakan sakit titip tuhan apabi memba ca alquran surat rum ayat capresnya cawapres titi sakit cawapresnya dst nya sakit deri ta salah buat zha lim orang dar baca debat argumentasi maksud tuju niat presiden ri amp kali presiden ri tan kesem patan orang turun satu nusantara me mimpin pres den ri nya satu nusantara tanyaamin,-9,negatif
2546,kayak urus omong capres selesai mudah kenyataanya puss cuman orasi omdoomdo,-6,negatif
2547,tangan debat malam beda anies pas banding calonmenguasai data materi panggung paslon no cocok bawa nya emosibagaimana kalo presidenrakyat salah langsung esekusi,-1,negatif
2548,amin,0,netral
2549,aneis cocok pimpin ideal,4,positif
2550,orang pintar pilih ganjar,0,netral
2551,buzzernya anies nih,0,netral
2552,buzzer rakyat hati nurani akal pikir wkwk,-1,negatif
2553,anies baswedan kontaminasi pki pilih,-6,negatif
2554,wakanda no more indonesia for ever,0,netral
2555,gasss dukung no parbowo baik indonesia semangat brpak prabowo baik rakyat sesuatugaspoll bro prabowo gibran indonesia maju pilih no,9,positif
2556,hasil debat capresbrbrsaya simpul brada cocok dosenbrada cocok presidenbrada cocok gubernurbrbra href,12,positif
2557,negara hutang banyak koroptor masitf,-5,negatif
2558,orang cerdas bangsa tolerensi data tua jiwa muda anies we love lu anies,-7,negatif
2559,ber wawas anis,0,netral
2560,kawal kpu curang,-6,negatif
2561,wkwk baca komen an buzzer semuakalian bayar brapa anis omong doang doang kerja nyata wkwk akak,0,netral
2562,mohon maaf ya rakyat bayar peser akal pikir,0,netral
2563,a href,0,netral
2564,baikbaik anies kalo singgung prabowo asa enak,-2,negatif
2565,maaf pilih pragib kali kalah nyalon,-7,negatif
2566,bismillah anis presiden,7,positif
2567,amin joooosss menang menang,-2,negatif
2568,insyaallah anis presiden,5,positif
2569,anies is the best bicara tenang amp santun wowo emosi usaha jatuh anies skakmat anies,0,netral
2570,presiden dar muka komitmen takut bagi manusia kecuali rab nya,1,positif
2571,pandang program prabowo gibran,1,positif
2572,kali prabowa salon persiden gagal masyarakat prabowo gibran,-4,negatif
2573,berisik banget timses nya undang omong dikit yel barun omong dikit tepokin,-13,negatif
2574,prabowo baik rakyat sesuatugaspoll bro prabowo gibran indonesia maju pilih no,0,netral
2575,kali nyapres gagal percaya rakyat cerdasyg pilih amin,-4,negatif
2576,amin cocok the next presiden ragu,-1,negatif
2577,amin amp pasang lengkap,3,positif
2578,nomor urut n perintah jawab buka kenikerja buruk,-7,negatif
2579,wowo malam emosi nya,-2,negatif
2580,dukung prabowo lhotapi kualitas banget banding no yahsepertinya anies pimpin negara inicerdas wawas luassetiap,9,positif
2581,pilih amin,-2,negatif
2582,anies bicara kerja jakartabrpa ganjar bicara kerja jatengbrpa prabowo bicara kerja jokowi,8,positif
2583,kualitas capres bagus bagus sihtetapi program kerja pragib,2,positif
2584,ragu prabowo gibran,-3,negatif
2585,amin cermin pimpin ideal peduli rakyat,9,positif
2586,ragu pilih pasang pragib lihat,2,positif
2587,calon pimpin indonesia kalang usaha orang muda miskin alam kerja amanah figur anies baswedan,1,positif
2588,moga amin pilih pimpin indonesia bair selesai masalah negara,-7,negatif
2589,a href,0,netral
2590,prabowo katakata nya sadis banget sumpah debat capres jatuh lawan,-6,negatif
2591,prabowo galak tegass bawa tni nya,-2,negatif
2592,tasikmalaya dukung pilih amin ubah indonesia,2,positif
2593,lumayan pilih pragib kali kalah nyalon,-7,negatif
2594,no teori praktek percumabrjangan pilih,-2,negatif
2595,lihat pragib bingung ikut debat turut ya,4,positif
2596,a href tunggu,-1,negatif
2597,tonton debat khawatir indonesia pimpin pragib maju paslon amin,-5,negatif
2598,kawa parabowo mnang kawal truss gaspoll bro prabowo gibran indonesia maju,-1,negatif
2599,ya allah lindung presiden indonesia prabowo subianto sakit gila mahasiswa mahasiswi pemuda pemudi lgbt suka bisa kritik demo anarkis amin ya allah,13,positif
2600,dukung penuh prabowo gaspoll bro prabowo gibran indonesia maju,4,positif
2601,nyungsep iya,0,netral
2602,capres nomer ektp semen gresik rembang selesai jawa provinsi miskin,-7,negatif
2603,kalo indonesia pimpin prabowo gibran,0,netral
2604,presiden prabowo subianto,3,positif
2605,semangat gaspoll bro prabowo gibran indonesia maju,3,positif
2606,prabowo emosi bahaya,-6,negatif
2607,keluarga dukung pilih amin ubah indonesia,3,positif
2608,indonesia cerah pimpin anis,0,netral
2609,program pragibb lucu sih program masuk hehee,-2,negatif
2610,amin kompak lengkap heran kalo orang dukung beliau,4,positif
2611,khawatir indonesia pimpin pragib,-4,negatif
2612,anies debat lawan capres cerdas pintar emosional serang lawan figur pimipin indonesia,-4,negatif
2613,amiin insha allah presiden,8,positif
2614,program kerja pragib,2,positif
2615,amin amin amin amin amin amin amin amin amin amin amin amin amin amin,0,netral
2616,kasihan prabowo,1,positif
2617,anies baswedan cerdas alam usai pas cocok pimpin indonesia,6,positif
2618,anis cocok nasihat sajatapi tindakannyatidak,-2,negatif
2619,mantuidamanbundawkwkwk situ,0,netral
2620,anies baswedan ideal segi usia postur tambah prestasi gubernur kompeten,2,positif
2621,prestasi aco brno tim dagel sejarah pilpres,-1,negatif
2622,insyaallah moga anies bawa ubah indonesia lang,1,positif
2623,amin cerah bawa sejuk negara junjung nilainilai integritas hukum dll,-4,negatif
2624,merinding dengar statement presiden anis hati moga bawa ubah,1,positif
2625,debat kualitas presiden baik,12,positif
2626,sejarah bukti pdip kali kuasa janji tinggal janji rakyat khianat aset negara jual pdip bohong andal,-6,negatif
2627,bukittinggi no amin,0,netral
2628,prabowo mas gibran pimpin indonesia gaspoll bro prabowo gibran indonesia maju,0,netral
2629,gampang goyang amp gampang marah,-7,negatif
2630,pikir debat capres faedah omong doang nyata,3,positif
2631,pragib bingung ikut debat capres hukum ham,0,netral
2632,amin joooss hati,0,netral
2633,no susahhh gampangg sakirama teu montong nyalon goblog ah,0,netral
2634,pasang caprescawapres kalo anies cak imin visi misi sejahtera ri,6,positif
2635,prabowo gibran bingung,0,netral
2636,anis,0,netral
2637,x kalah pragib yakin x nya anies win,-1,negatif
2638,ragu pilih pasang nomor kemarin,-1,negatif
2639,hukum mati tetap korupsi indonesia orang cerdas ubah korupsi sumber miskin bangsa hancur negara,-11,negatif
2640,anis kerrreeennnnamin menang allaahu akbar,-1,negatif
2641,prabowo baik indonesia calon pimpin milik kerja nyata ya prabowo semangat pakbrgaspoll bro prabowo gibran indonesia maju,14,positif
2642,team pragib yakin pilih anies,2,positif
2643,bagus visi misi depan anis berulangulang halhal,0,netral
2644,gagal fokus debat diri mimbar kayak orang hukum,-4,negatif
2645,jls presiden anis cocok presiden jwbannya sesuai,10,positif
2646,harap no menang nya sih,-1,negatif
2647,prawan prabowo gibran isi,-3,negatif
2648,indonesia percaya pasang pragib,6,positif
2649,tong kosong nyaring bunyi,-3,negatif
2650,pragib jawabaannya dukung anies presiden ri,7,positif
2651,pragib yakin ya,7,positif
2652,anies all,0,netral
2653,a href wkwk,0,netral
2654,prabowo terbaikk pikir rakyat pilih baik ya no optimis prabowo menang gaspoll bro prabowo gibran indonesia maju,2,positif
2655,kerja pragib,2,positif
2656,ntahlah x nyalon gagal,-4,negatif
2657,ya kalo indonesia pimpin pasang pragib bayang,10,positif
2658,percaya pasang pragib,6,positif
2659,program kerja pragib penting usung,1,positif
2660,dukung pragib pimpin kali kalah capres,0,netral
2661,debat presiden ya prabowo semangat menang gaspoll bro prabowo gibran indonesia maju,12,positif
2662,khawatir sih program pragib maju indonesia,-4,negatif
2663,anies pintar teori praktek luput,-3,negatif
2664,program kerja pragib,2,positif
2665,tonton debat ragu hati,-4,negatif
2666,ganjar keren,2,positif
2667,gue hormat prabowo wakil bocil ah bawa mana bangsa oemudanya,-2,negatif
2668,dukung pragib kali kalah capres,0,netral
2669,mas gibran bingung ikut debat,0,netral
2670,bismillah brsemoga prabowo gibran pilih,2,positif
2671,wkwk kayak bingung banget ikut debat ya,2,positif
2672,sih program pragib jalan lancar penuh rakyat makan,2,positif
2673,sih drngan program kerja pragib ragu program,-1,negatif
2674,nasionalis patriotik prabowo,0,netral
2675,pilih ku anies baswedan jiwa bangsa nya,-2,negatif
2676,program pragib bagus perogram,-2,negatif
2677,anies ganjar ya habis mimpin jakartala prabowo nyalon kali gagal,2,positif
2678,untik dukung pasang pragib peminpin,8,positif
2679,demokrasi wowo emosi habis ungkit ngeri sih kalo pimpin sepuh usia atas emosi,-12,negatif
2680,anies baswedan moga bangsa indonesia mimpi anies presiden presiden,9,positif
2681,anies orang cerdas apa debat tuju program pragib meribetkan rakyat,-1,negatif
2682,jelas anies detail mudah erti,3,positif
2683,kali kalah nyalon prabowo coba ragu muncul hati akibat program,-10,negatif
2684,kalo omong gaampng anis mnjalankan nya,-4,negatif
2685,anies figur hebat visi nyata indonesia mari dukung ubah positif suara aspirasi baikquot anies presiden a href a href,22,positif
2686,lihat bicara prabowo kadang masuk akal beda orang cerdas ragu sih,-2,negatif
2687,jam tonton debat ragu banget gue pilih amin,-5,negatif
2688,bahas rohingya ya,6,positif
2689,indonesia depan kalo pragib betkuasa,0,netral
2690,ganjar mantan koruptor ektp bicara berantas korupsi iya jeruk berantas jeruk,-5,negatif
2691,penuh prabowo mas gibran indonesia maju gassssspoll pilih no brgaspoll bro prabowo gibran indonesia maju,-2,negatif
2692,amin pimpin indonesia,0,netral
2693,gue khawatir banget kalo bangsa pimpin prabowo damping gibran notabene mumpuni,-2,negatif
2694,paslon br tantang ubah adil aspek hukum amp hambr kisah jiwa patriotisme beliau br teori amp dapat brbrmenurut peace,-6,negatif
2695,kayak kalo pragib presiden indonesia ya,4,positif
2696,tarik konsep gagas pragibtetapi brtidak program kerja pragibbrada aspek program kerja penasaranbrmungkin bagus contoh konkret studi gambar gagas pragib terap,7,positif
2697,program kerja pasang pragib,6,positif
2698,kalo pilih aniesmahfud,-2,negatif
2699,anis pintar ngomg ganjar bukti nyata,1,positif
2700,mantap pilih aminbismillah,3,positif
2701,masya allahbrsemoga anis presiden aamiina href,3,positif
2702,wakanda no more indonesia foreverbra href href href href,0,netral
2703,wkwk kocak bingung sih prabowo gibran banget pimpin bangsa,-1,negatif
2704,pragib bingung orang cerdas lawan,-3,negatif
2705,mari maju prabowo baik pokok brgaspoll bro prabowo gibran indonesia maju,5,positif
2706,lawak anies semangat ajar data,-2,negatif
2707,lu lawaksini jakarta biar modern kampung mulu,2,positif
2708,kayak ragu sih program kerja pragib,-4,negatif
2709,program kerja pragib tinjau program mudah mudah,8,positif
2710,banget bjir program prabowo gibran ampun ahhhhh,-1,negatif
2711,gaspoll bro prabowo gibran indonesia maju brindonesia maju parabowo the best no,0,netral
2712,indonesia butuh sumur resap,-5,negatif
2713,rakyat tunggu debat calon wakil presiden biar rakyat mampu wakil presiden damping presiden pilih kelak,6,positif
2714,senang ucap anies quotsekarang simpang jalan negara hukum kuasa kendali hukum negara kuasa hukum atur kendali penguasaquot anies baswedanbra href href href href,1,positif
2715,anis visi misi the point bawa ubah muter banyakbomong kosong emban amanah presiden kepala sdr arah orang pintar pilih amin,-1,negatif
2716,wkwkwkw anies ikn goblog habis dah wkwkwkwk tinggal selesai sadar jakarta luas hidup juta orang bowl isi ikan ikan nafas mati pentingny pindah ibukota gelintir asn pindah asn pindah ya merta jadi jakarta bebas mslhnya pindah ibukota migrasi masyarakat alih ibukota itu batas ikn alami nasib jakarta jakarta tuju oprng migrasi beda tumbuh ekonomi jakarta daerah kota indonesia pindah ibukota indonesia harap perata ekonomi perata bangun sebar demografi rata tumplek blek jawa jokowi indonesia sentris java sentris hasil depan depan hasil pindah ibukota ikn anies visi,-23,negatif
2717,apa setia dukung no prabowo baik indonesia brgaspoll bro prabowo gibran indonesia maju,-1,negatif
2718,pintar pandai tindak,0,netral
2719,orang pintar pilih anies baswedan wawas luas katakata ukur,4,positif
2720,merinding dengar anis bicara hati masuk hati,-4,negatif
2721,bingung pasang pragib siap ya,9,positif
2722,a href wakanda no more indonesia foreverbra href diri korban adil,-4,negatif
2723,aniesmasya allah cerdas berani syaa allah cerdas bangsa negara presiden indonesia,13,positif
2724,anies menang telak no debat mah,-1,negatif
2725,laksana janji prabowo,0,netral
2726,hehequot ciyus prabowo berantas korupsi akar bapak mas gibran presiden ri hehequot,-2,negatif
2727,sosok jenius cocok pimpin indonesia bismillah amin ri,5,positif
2728,sayang malu sebut ganjar malu indonesia,-2,negatif
2729,a href,0,netral
2730,sih program program paslon pragib sukses,3,positif
2731,makassar ewaki jaring nasional anis baswedan,3,positif
2732,amin baik,2,positif
2733,culun no,0,netral
2734,amin,0,netral
2735,moga amin menang menang menang aamiin,0,netral
2736,indonesia butuh anies baswedan,-5,negatif
2737,pilih presiden cerdas santun keren pasang amin presiden ri insyaallah,12,positif
2738,putra baik bangsa indonesia,2,positif
2739,komentar kpu grup simpatisan capres trtentu anies mendominasidpt anies pilih rakyat,-3,negatif
2740,warga jakarta puas kerja anissemoga beliau mudah lancar jalan presiden ri amin yra,13,positif
2741,syaa allaah amin,0,netral
2742,prabowo gibran semangat,3,positif
2743,ya allah tuhan maha kuasa amanah presiden ri prabowo subianto lenyap komunis teroris wahabi amin ya allah,31,positif
2744,politik benci lihat tuh jakarta pimpin anies intoleransi gereja diri hindu kasih ibadah dll persekusi brbrkalau lu aja profokator timbul intoleransi sdm rendah tukang adu domba dukung prabowo dukung aja pakai politik benci,-3,negatif
2745,elaborasi buktibukti kuat nyata komunis teroris wahabi hatihati nyata tuduh bukti kuat kena polisi delik cemar nama,-9,negatif
2746,noragoodwin penjara kali politik kbencian negatif salah contoh sdm rendah,-14,negatif
2747,assalamualaikum,3,positif
2748,anies kena skak prabowo sok serba dangkal sederhana anies mudah teori mari logika selesai dunia cerdas milik dinamika dunia selesai selesai selesai sesal percaya orang selesai mata kepala korban perintah cari komitmen sebaikbaiknya kecewa baik janji selesai,-20,negatif
2749,terima kasih typical yamani indonesia waspada,3,positif
2750,lombok amin bra href bra href,0,netral
2751,keren mas anies brkata pamungkas br wakanda no morebrindonesia foreverbrbrbismillah for ri,0,netral
2752,presiden baik bra href bra href,5,positif
2753,a href href cerdas insyaallah pilih aminanies muhaimin pimpin indonesia amanah wujud ubah adil amin yra,8,positif
2754,anieslove u,0,netral
2755,a href bra href,0,netral
2756,amin presiden a href href,3,positif
2757,tipe manusia bicara ok aksi ok bicara ok aksi bicara aksi ok,25,positif
2758,insya allah amin bawa ubah jadi indonesia adil fan sejahtera,3,positif
2759,bpk prabowo blunder mana senggol arah personal gaya serang kayak pakai mati kutu,-11,negatif
2760,bismillahanies for ri,0,netral
2761,ganjar mahfud positive campage no nyindir isu paslon mantab,1,positif
2762,momen baik prabowo sanggah anis polusi dki dukung prabowo tertawa girang sanggah anis pakai data dukung prabowo langsung diam ribu bahasa bravo anis iu full,8,positif
2763,moga prabowo gibran bawa bangsa ubah arah angkat harkat martabat bangsa,9,positif
2764,syaa allah anis sehat yaa aamiinamin,8,positif
2765,amin menang,-1,negatif
2766,ganjar orang pintar mengmanfaatkan anis juang demokrasi,2,positif
2767,masya allah cerdas anis data sains teknologi tanggap lawan debatx bravo anies,5,positif
2768,keren calon presiden indonesia pindah lain hati anies hati,-3,negatif
2769,ter anis diri,-1,negatif
2770,ppp,0,netral
2771,deandayatllppppllplllllpplpplppllpllplppllplplpppoppopppppppokkppoppoopoooppoo,0,netral
