komentar_bersih,prepos_text,polarity_score,sentiment,labeling_polarity,predicted_sentiment
yang korupsi oknum bukan anis yajgn bikin kisruh,"['korupsi', 'oknum', 'anis', 'yajgn', 'bikin', 'kisruh']",-7,negatif,-1,Negatif
mereka semua orang pintar dan orang yang luar biasa dengan pencapaiannya indonesia butuh mereka semua,"['orang', 'pintar', 'orang', 'capai', 'indonesia', 'butuh']",-6,negatif,-1,Negatif
videokan dan foto pada saat ada kecurangan pastikan kartu suara pemilu dihitung di tps dan cocok dengan data di kpu pusat,"['video', 'foto', 'curang', 'pasti', 'kartu', 'suara', 'milu', 'hitung', 'tps', 'cocok', 'data', 'kpu', 'pusat']",4,positif,1,Positif
enggak banyak teori semangat terus pak prabowo bismillah,"['teori', 'semangat', 'prabowo', 'bismillah']",7,positif,1,Positif
enggak sabar menunggu blimbing sayur debat capresnya esmosi habis men down grade anis lgsng di counter balik lgsng esmosi wo istirahat saja jangan nyapres lagi,"['sabar', 'tunggu', 'blimbing', 'sayur', 'debat', 'capresnya', 'esmosi', 'habis', 'men', 'down', 'grade', 'anis', 'lgsng', 'counter', 'lgsng', 'esmosi', 'wo', 'istirahat', 'nyapres']",2,positif,1,Positif
saya waktu kecil di suruh pintar agar jadi presiden tapi setelah pintar kayak apa aniss kenapa di musuhi dan memilih pemimpin yang biasa saja brinsya allah apa aniss presiden untuk rakyat indonesia bukan pemimpin untuk ketua partai,"['suruh', 'pintar', 'presiden', 'pintar', 'kayak', 'aniss', 'musuh', 'pilih', 'pimpin', 'brinsya', 'allah', 'aniss', 'presiden', 'rakyat', 'indonesia', 'pimpin', 'ketua', 'partai']",0,netral,0,Positif
seorang pemimpin setidaknya perlu 3 hal dasar kemampuan berkomunikasi membangun perencanaan dan implementasi gagasannya semuanya ada sama pak anies,"['pimpin', '3', 'dasar', 'mampu', 'komunikasi', 'bangun', 'rencana', 'implementasi', 'gagas', 'anies']",-10,negatif,-1,Negatif
kalau anis jadi presiden ikn ibu kota barutidak lanjutbrmaka saya pilih ganjar untuk indonesia yang lebih baik,"['anis', 'presiden', 'ikn', 'kota', 'barutidak', 'lanjutbrmaka', 'pilih', 'ganjar', 'indonesia']",2,positif,1,Positif
dari battle royal berubah jadi 2 vs 31,"['battle', 'royal', 'ubah', '2', 'vs', '31']",0,netral,0,Positif
debat adalah teman berpikir anis ganjar,"['debat', 'teman', 'pikir', 'anis', 'ganjar']",4,positif,1,Positif
saya madura dan masyarakat se kampung saya sepakat mendukung anis,"['madura', 'masyarakat', 'kampung', 'sepakat', 'dukung', 'anis']",8,positif,1,Positif
enggak yakin saya ajakan mu di iyakan semua,"['aja', 'mu', 'iya']",1,positif,1,Negatif
saya dari lampung juga dukung pakai anies,"['lampung', 'dukung', 'pakai', 'anies']",4,positif,1,Positif
msalimsalim2 bukan mengajak sudah sepakat,"['msalimsalim2', 'ajak', 'sepakat']",5,positif,1,Positif
msalimsalim2 ya kamu yang enggak diajak wkwk,"['msalimsalim2', 'ya', 'ajak', 'wkwk']",5,positif,1,Positif
padeh tretan engkok madureh kiah mantap mele pak anies,"['padeh', 'tretan', 'engkok', 'madureh', 'kiah', 'mantap', 'mele', 'anies']",5,positif,1,Positif
anies takan melanjutkan ikn yang melanjutkan ikn prabowo dan ganjar,"['anies', 'tak', 'lanjut', 'ikn', 'lanjut', 'ikn', 'prabowo', 'ganjar']",-4,negatif,-1,Negatif
marii pendudukung amin kita do3a kan dan mudahan do3a kita di ijabah oleh allah swt agar pak anis dan gus muhaimin mejadi brpresiden dan wapres 2024,"['mari', 'pendudukung', 'amin', 'do3a', 'mudah', 'do3a', 'ijabah', 'allah', 'swt', 'anis', 'gus', 'muhaimin', 'mejadi', 'brpresiden', 'wapres', '2024']",11,positif,1,Positif
saya ini masyarakat awan 3 calon presiden inisaya lulusan sekolah dasar saya bisa menilai mana calon presiden yang cerdas,"['masyarakat', 'awan', '3', 'calon', 'presiden', 'inisaya', 'lulus', 'sekolah', 'dasar', 'nilai', 'calon', 'presiden', 'cerdas']",19,positif,1,Positif
pak anis control emosi nya oke padahal di teken oleh prabowo coba bayangkan lu di posisi itu di atas ya panggung debat yang di saksikan berjuta pasang mata lihat betapa keren nya penguasaan diri pak anis amp juga ketika menjawab amp memberikan pertanyaan itu jelas padat amp berkualitas ini sosok presiden 2024 yang mampu membawa indonesia lebih baik lagi dengan tema perubahanbrbrpak prabowo terlalu angkuh dengan mengatakan dirinya lah yang berjasa menjadikan pak anis gubernur dengan nada tinggi sambil nunjuk2 kita akuin kalo memang itu fakta tapi enggak usah di bawa ke ranah debat itu sama saja bikin prabowo minus di mata rakyat mungkin bagi simpatisan pendukungnya senang tapi ini soal debat di mana calon presiden mampu memikat pemilihnya bukan semata2 menunjukkan dirinya siapabrbrudah begitu selalu bawabawa jokowi seakan2 enggak percaya diri amp selalu butuh support dukungan dari jokowi amp simpatisan jokowibrbrganjar gua lihat rileks amp mampu menguasai panggung tapi lagi2 lihat rekam jejak nya benar enggak apa yang dia omongkan sama apa yang telah di kerjakan selama 10 tahun lu nilai sendiri deh brbrrangkuman brbrpaslon 01 perubahan brpaslon 02 dinasti jokowi brpaslon 03 dinasti pdip brbryg terpenting debat ini amp selanjutnya mampu merubah pikiran amp pandangan kita terhadap ketiga calon kita semua pengin indonesia lebih baik dalam segala bidang pakai hati nurani lu pakai hati lu perbanyak informasi seluasnya kepada ketiga calon presiden tersebut setelah itu buat kesimpulan lalu pilih lah dengan harapan yang kita pilih ialah yang terbaik amp berkualitasbrbrwassalam,"['anis', 'control', 'emosi', 'nya', 'oke', 'teken', 'prabowo', 'coba', 'bayang', 'lu', 'posisi', 'ya', 'panggung', 'debat', 'saksi', 'juta', 'pasang', 'mata', 'lihat', 'betapa', 'keren', 'nya', 'kuasa', 'anis', 'amp', 'amp', 'padat', 'amp', 'kualitas', 'sosok', 'presiden', '2024', 'bawa', 'indonesia', 'tema', 'perubahanbrbrpak', 'prabowo', 'angkuh', 'jasa', 'jadi', 'anis', 'gubernur', 'nada', 'nunjuk2', 'akuin', 'kalo', 'fakta', 'bawa', 'ranah', 'debat', 'bikin', 'prabowo', 'minus', 'mata', 'rakyat', 'simpatisan', 'dukung', 'senang', 'debat', 'calon', 'presiden', 'mikat', 'pilih', 'semata2', 'siapabrbrudah', 'bawabawa', 'jokowi', 'seakan2', 'percaya', 'amp', 'butuh', 'support', 'dukung', 'jokowi', 'amp', 'simpatisan', 'jokowibrbrganjar', 'gua', 'lihat', 'rileks', 'amp', 'kuasa', 'panggung', 'lagi2', 'lihat', 'rekam', 'jejak', 'nya', 'omong', 'kerja', '10', 'lu', 'nilai', 'deh', 'brbrrangkuman', 'brbrpaslon', '01', 'ubah', 'brpaslon', '02', 'dinasti', 'jokowi', 'brpaslon', '03', 'dinasti', 'pdip', 'brbryg', 'penting', 'debat', 'amp', 'rubah', 'pikir', 'amp', 'pandang', 'tiga', 'calon', 'pengin', 'indonesia', 'bidang', 'pakai', 'hati', 'nurani', 'lu', 'pakai', 'hati', 'lu', 'banyak', 'informasi', 'luas', 'tiga', 'calon', 'presiden', 'simpul', 'pilih', 'harap', 'pilih', 'baik', 'amp', 'berkualitasbrbrwassalam']",61,positif,1,Positif
saya sangat setuju dengan iknbrdan saya akan pilih ganjar,"['tuju', 'iknbrdan', 'pilih', 'ganjar']",-1,negatif,-1,Negatif
who is the real silent dictator,"['who', 'is', 'the', 'real', 'silent', 'dictator']",2,positif,1,Positif
perubahanwajib ada perubahananies amin untuk 2024amin,"['perubahanwajib', 'perubahananies', 'amin', '2024amin']",0,netral,0,Netral
wah seram ya kalo pak prabowo yang jadi presiden apaapa masalah dilempar2,"['seram', 'ya', 'kalo', 'prabowo', 'presiden', 'apaapa', 'dilempar2']",3,positif,1,Positif
kok begini ya prabowo sekarangsaya dulu dukung bapak,"['ya', 'prabowo', 'sekarangsaya', 'dukung']",8,positif,1,Positif
prabowo apasih selalu menjatuhkan lawan politik tapi pak anies tetap tenang,"['prabowo', 'apasih', 'jatuh', 'lawan', 'politik', 'anies', 'tenang']",-6,negatif,-1,Negatif
amin beretika tidak baperan dan tidak emosi,"['amin', 'etika', 'baperan', 'emosi']",-5,negatif,-1,Negatif
good job pak anis,"['good', 'job', 'anis']",5,positif,1,Positif
saya kaum melenial masih netral melihat secara keseluruhan yang paling jelas gagasan visi misi nya tanggap cepat tepat lugas nyata bisa di terima oleh semua akal logika amp semua kalangan rakyat indonesia adalah no 2 bp prabowo,"['kaum', 'melenial', 'netral', 'gagas', 'visi', 'misi', 'nya', 'tanggap', 'cepat', 'lugas', 'nyata', 'terima', 'akal', 'logika', 'amp', 'kalang', 'rakyat', 'indonesia', 'no', '2', 'bp', 'prabowo']",13,positif,1,Positif
ayo sama kita dukung pak anis jadi presiden 2024,"['ayo', 'dukung', 'anis', 'presiden', '2024']",11,positif,1,Positif
gila anies benarbenar berani beda prinsip nya benarbenar manthaap smg smesta mrestui the next presiden ri,"['gila', 'anies', 'benarbenar', 'berani', 'beda', 'prinsip', 'nya', 'benarbenar', 'manthaap', 'smg', 'smesta', 'mrestui', 'the', 'next', 'presiden', 'ri']",-3,negatif,-1,Positif
pak anis sosok pemimpin yang kita inginkan selama ini orang nya berwibawacerdas santun dan intelektual nya yang sangat tinggi kemudian tenang di dalam situasi apa pun,"['anis', 'sosok', 'pimpin', 'orang', 'nya', 'berwibawacerdas', 'santun', 'intelektual', 'nya', 'tenang', 'situasi']",9,positif,1,Positif
kok rasanya yang hanya bisa mangkir dan beretorika itu pak prabowo ya bukan tandingan yang pas untuk pak anis maupun pak ganjar,"['mangkir', 'retorika', 'prabowo', 'ya', 'tanding', 'pas', 'anis', 'ganjar']",8,positif,1,Positif
bismillah nomer 1 tanpa emosidan santun bicaranyanomer 1 amin,"['bismillah', 'nomer', '1', 'emosidan', 'santun', 'bicaranyanomer', '1', 'amin']",6,positif,1,Positif
ada 3 point analisa dalam perdebatan inibr1ada yang bicaranya bagus lancar menguasai panggung tapi gerakan dan realitanya tidak pas dengan track recordnyabr2ada yang bicaranya biasa saja dan kadang agak gugup tapi selalu tulus bekerja untuk negarabr3ada yang bicara simpeljelastegas dan tidak muter tapi yang diucapkanya adalah solusi untuk indonesia bisa majumakmur dan sejahtera untuk menuju indonesia emas brbrsemoga allah meng anugerahi presiden negara ini yang bisa membawa indonesia menjadi baldatun toyyibatun wa robbun ghofur gemah ripah lohjinawi amin,"['3', 'point', 'analisa', 'debat', 'inibr1ada', 'bicara', 'bagus', 'lancar', 'kuasa', 'panggung', 'gera', 'realitanya', 'pas', 'track', 'recordnyabr2ada', 'bicara', 'kadang', 'gugup', 'tulus', 'negarabr3ada', 'bicara', 'simpeljelastegas', 'muter', 'diucapkanya', 'solusi', 'indonesia', 'majumakmur', 'sejahtera', 'indonesia', 'emas', 'brbrsemoga', 'allah', 'meng', 'anugerah', 'presiden', 'negara', 'bawa', 'indonesia', 'baldatun', 'toyyibatun', 'wa', 'robbun', 'ghofur', 'gemah', 'ripah', 'lohjinawi', 'amin']",22,positif,1,Positif
gila nomor 2 nyepelein nyawa orang itu anak bangsa ilang enggak terbayang orang tuanya pas menonton ini,"['gila', 'nomor', '2', 'nyepelein', 'nyawa', 'orang', 'anak', 'bangsa', 'ilang', 'bayang', 'orang', 'tua', 'pas', 'tonton']",-13,negatif,-1,Negatif
bowo terlalu menjilat jokogenjer enggak lepas dari ikatan jokogak ada yang berani berdiri dikaki sendirianies semakin berani kritisgak takut siapa yang dihadapimembuka masyarakat untuk tahu negeri ini negeri kekuasaan,"['bowo', 'jilat', 'jokogenjer', 'lepas', 'ikat', 'jokogak', 'berani', 'diri', 'kaki', 'sendirianies', 'berani', 'kritisgak', 'takut', 'dihadapimembuka', 'masyarakat', 'negeri', 'negeri', 'kuasa']",-10,negatif,-1,Negatif
terima kasih kpuagar rakyat tidak salah memilih pemimpinnya,"['terima', 'kasih', 'kpuagar', 'rakyat', 'salah', 'pilih', 'pimpin']",-3,negatif,-1,Negatif
keren sekali lah memang capres idolaku no 1,"['keren', 'capres', 'idola', 'no', '1']",-3,negatif,-1,Positif
semoga adil dan tidak ada kecurangan anis dan cak imin menang jadi presiden indonesia amin,"['moga', 'adil', 'curang', 'anis', 'cak', 'imin', 'menang', 'presiden', 'indonesia', 'amin']",-1,negatif,-1,Positif
jokowi tidak mengerjakan masalah ham sama sekali yang pernah dia programkan saat kampanye malah dia menambah masalah baru lewat maka dan kpu yang dia tunggangi,"['jokowi', 'ham', 'program', 'kampanye', 'tambah', 'kpu', 'tunggang']",5,positif,1,Positif
love pak anies,"['love', 'anies']",2,positif,1,Positif
anies luar biasa keren,"['anies', 'keren']",0,netral,0,Positif
disini terlihat bagaimana pemikiran s3 dengan pemikiran yang berpendidikan di bawahnya anis lebih layak,"['pikir', 's3', 'pikir', 'didik', 'bawah', 'anis', 'layak']",-4,negatif,-1,Negatif
dulu dukug prabowo sudah saat nya beliau pensiun mari kita gunakan akal pikiran dan hati yang jernih untuk memilih pemimpin yang cerdas penuh dengan solusi dan perubahan yang lebih baik yaitu dengan memilih anies cak imin amin,"['dukug', 'prabowo', 'nya', 'beliau', 'pensiun', 'mari', 'akal', 'pikir', 'hati', 'jernih', 'pilih', 'pimpin', 'cerdas', 'penuh', 'solusi', 'ubah', 'pilih', 'anies', 'cak', 'imin', 'amin']",2,positif,1,Positif
yang pintar mengomong biasanya cuma janji manis doangbryang sering senyum biasanya ciri orang munafik,"['pintar', 'omong', 'janji', 'manis', 'doangbryang', 'senyum', 'ciri', 'orang', 'munafik']",0,netral,0,Negatif
pemimpin yang cerdas ber3ahlak berwibawa ya pak anis 1 aamiin,"['pimpin', 'cerdas', 'ber3ahlak', 'wibawa', 'ya', 'anis', '1', 'aamiin']",6,positif,1,Positif
presiden 2024 adalah pak anies baswedan jangan ada tanduk lagi setuju,"['presiden', '2024', 'anies', 'baswedan', 'tanduk', 'tuju']",0,netral,0,Positif
setujulah kan tanduk selama ini dipemerintahan tenggelamkan aja biar jangan disuruh makan enceng gondok,"['tuju', 'tanduk', 'perintah', 'tenggelam', 'aja', 'biar', 'suruh', 'makan', 'enceng', 'gondok']",-10,negatif,-1,Negatif
ayambebeksumaterasaatnya rakyat memilih yang benar terbaik dan mempuni dalam memimpin negara,"['ayambebeksumaterasaatnya', 'rakyat', 'pilih', 'baik', 'pun', 'pimpin', 'negara']",-3,negatif,-1,Positif
anies baswedanbrse mpp phdbrbr2024 anies presiden indonesia ke brtuhan memberkatibrpak anies baswedanbrse mpp phdbrtuhan pasti memberkati indonesiabr amin aminbrbr ingat no 1br an1es 1m1n brbrdari penolakan soal iknbrsudah menandakan bahwa br anies lebih utamakan rakyat dari pada iknbryang sudah menghabiskan uang apbn amp uang hasil hutang negarabratas nama rakyatbrtapi brpembangunan ikn untuk kepentingan golonganbramp ambisi penguasabr tidak untukbrkepentingan rakyatbrbrrakyat butuh makanbrrakyat enggak butuh iknbr href salam perubahan,"['anies', 'baswedanbrse', 'mpp', 'phdbrbr2024', 'anies', 'presiden', 'indonesia', 'brtuhan', 'memberkatibrpak', 'anies', 'baswedanbrse', 'mpp', 'phdbrtuhan', 'kati', 'indonesiabr', 'amin', 'aminbrbr', 'no', '1br', 'an1es', '1m1n', 'brbrdari', 'tolak', 'iknbrsudah', 'tanda', 'br', 'anies', 'utama', 'rakyat', 'iknbryang', 'habis', 'uang', 'apbn', 'amp', 'uang', 'hasil', 'hutang', 'negarabratas', 'nama', 'rakyatbrtapi', 'brpembangunan', 'ikn', 'penting', 'golonganbramp', 'ambisi', 'penguasabr', 'untukbrkepentingan', 'rakyatbrbrrakyat', 'butuh', 'makanbrrakyat', 'butuh', 'iknbr', 'href', 'salam', 'ubah']",-12,negatif,-1,Negatif
semoga tidak ada kecurangan dalam pemilu kali ini kpu bisa netral tidak berpihak ke salah satu paslon amin,"['moga', 'curang', 'milu', 'kali', 'kpu', 'netral', 'pihak', 'salah', 'paslon', 'amin']",-11,negatif,-1,Negatif
anies cerdasganjar berpengalamanprabowo emosian,"['anies', 'cerdasganjar', 'berpengalamanprabowo', 'emosi']",-1,negatif,-1,Negatif
saya hrd perusahaan swasta di jktimbrsaya berpengalaman dalam karakter dan tipe orangbrjika menurut anda anis cerdas maka menurut penelitian saya orang cerdas itu biasanya menang dalam berbagai hal termasuk juga menang dalam berbicara berbasa basi suka mengomong sampai lupa atas tindakan dan tanggung jawabnya bryang saya takutkan jika anis menang dalam pemilu 2024 maka anis mungkin akan kebal terhadap hukum seperti rokygerung mereka itu tipe orang yang hanya cerdas dalam berbicara cerdas berbicara bukan berarti cerdas juga dapat bertindak kata perubahan bukan berarti perubahan itu akan langgengbrdan jika mungkin pak ganjar memang berpengalaman saya akan lebih memilih orang yang berpengalaman dibanding orang yang cerdas karena pengalaman adalah guru terbaik dibanding cerdas yang belum tentu cerdas memikirkan yang belum tentu akan di alami ibarat kenyataan pengalaman ganjar akan berbeda dengan teori kecerdasan anisbrtetapi dari kedua calon di atas prabowo masih jiwa tni kata tegas dan suara keras bukan berarti emosian didikan tni lebih banyak ke fisik dan skil dalam bertindak mungkin itu salah satu sebab prabowo dalam berretorika kurang berbasa basi karena prabowo dari muda bukan belajar berbasa basi,"['hrd', 'usaha', 'swasta', 'jktimbrsaya', 'alam', 'karakter', 'tipe', 'orangbrjika', 'anis', 'cerdas', 'teliti', 'orang', 'cerdas', 'menang', 'menang', 'bicara', 'basa', 'basi', 'suka', 'omong', 'lupa', 'tindak', 'tanggung', 'bryang', 'takut', 'anis', 'menang', 'milu', '2024', 'anis', 'kebal', 'hukum', 'rokygerung', 'tipe', 'orang', 'cerdas', 'bicara', 'cerdas', 'bicara', 'cerdas', 'tindak', 'ubah', 'ubah', 'langgengbrdan', 'ganjar', 'alam', 'pilih', 'orang', 'alam', 'banding', 'orang', 'cerdas', 'alam', 'guru', 'baik', 'banding', 'cerdas', 'cerdas', 'pikir', 'alami', 'nyata', 'alam', 'ganjar', 'beda', 'teori', 'cerdas', 'anisbrtetapi', 'calon', 'prabowo', 'jiwa', 'tni', 'suara', 'keras', 'emosi', 'dik', 'tni', 'fisik', 'skil', 'tindak', 'salah', 'prabowo', 'retorika', 'basa', 'basi', 'prabowo', 'muda', 'ajar', 'basa', 'basi']",-30,negatif,-1,Negatif
hehehe brslalu mencari alibi pintar bngat omong doang nya di salahkan angin dulu menyalahkan air mungkin besok menyahkan api hehehehe,"['hehehe', 'brslalu', 'cari', 'alibi', 'pintar', 'bngat', 'omong', 'doang', 'nya', 'salah', 'angin', 'salah', 'air', 'besok', 'sah', 'api', 'hehehehe']",-14,negatif,-1,Negatif
pedesaan indonesia butuh pemimpin tegas yaitu bpk prabowo,"['desa', 'indonesia', 'butuh', 'pimpin', 'bpk', 'prabowo']",-5,negatif,-1,Negatif
aamiin2024 1 yess,"['aamiin2024', '1', 'yess']",0,netral,0,Positif
aminaminaminpenyambung lidah rakyat dengan dalih rahmatal lil alamin,"['aminaminaminpenyambung', 'lidah', 'rakyat', 'dalih', 'rahmatal', 'lil', 'alamin']",-4,negatif,-1,Positif
tak butuh janji yang penting buktikan saja kinerjanya,"['butuh', 'janji', 'bukti', 'kerja']",-6,negatif,-1,Negatif
mas anies mas anies anda jadi gubernur garagara saya jangan terlalu banyak retorika dana 0t buat apa mantab pak prabowo lanjutkan ikn dan pemerintahan jokowi pak untuk pak ganjar masih pakai senjata lama masalah pak sudah basi pakyg lain pak bosan jawabnyaquot,"['mas', 'anies', 'mas', 'anies', 'gubernur', 'garagara', 'retorika', 'dana', '0t', 'mantab', 'prabowo', 'lanjut', 'ikn', 'perintah', 'jokowi', 'ganjar', 'pakai', 'senjata', 'basi', 'pakyg', 'bosan', 'jawabnyaquot']",-2,negatif,-1,Negatif
lucu ya 1 amp 3 vs 2 wkwkkw,"['lucu', 'ya', '1', 'amp', '3', 'vs', '2', 'wkwkkw']",5,positif,1,Positif
yang pada berisik mulu itu pendukung mana ya hehe,"['berisik', 'mulu', 'dukung', 'ya', 'hehe']",9,positif,1,Positif
pandai benar nomor satu mengomong wkwkwwk jadi ingat pas dulu debat sama ahok wkwkw,"['pandai', 'nomor', 'omong', 'wkwkwwk', 'pas', 'debat', 'ahok', 'wkwkw']",2,positif,1,Positif
skill satu dulu enggak sih pak anies jangan langsung ulti,"['skill', 'sih', 'anies', 'langsung', 'ulti']",3,positif,1,Positif
bukan cuman pintar bicara tapi yang dibicarakan dikerjakan itulah amin presiden 2024 amin ya robb,"['cuman', 'pintar', 'bicara', 'bicara', 'amin', 'presiden', '2024', 'amin', 'ya', 'robb']",7,positif,1,Positif
wkwkwkwkwkwk jadi sales saja kalo pintar bicara jangan jadi presiden,"['wkwkwkwkwkwk', 'sales', 'kalo', 'pintar', 'bicara', 'presiden']",3,positif,1,Positif
saya kenal pak anis dia bukan cuman pintar ngomongtapi dalam berorganisasi dia juga sangat mumpuni,"['kenal', 'anis', 'cuman', 'pintar', 'ngomongtapi', 'organ', 'mumpuni']",1,positif,1,Positif
kenal dari mana bos yutub bryaminputra2,"['kenal', 'bos', 'yutub', 'bryaminputra2']",4,positif,1,Positif
kapan main ke jakarta biar enggak banyak kerja pakai ketikan enggak mutu ulu kepala kosong jadi berlagak kayak senapan di sini lupa kalau selongsong senapan sama kosongnya kayak andalangkahhati mendidik diri itu tugas diri sendiri jangan membawa kebodohan disini dan mengemis untuk dididik skill yang sangat diperlukan oleh seorang pemimpin anda bilang sales anda saja enggak tau bedanya skill komunnikasi pada sales dengan pemimpin wajar karena anda enggak pernah mendidik dan enggak pernah ada didalam lingkup tersebut benarbenar konyol bertemu dengan penyumbang turunnya rerata nilai iq orang indonesia,"['main', 'jakarta', 'biar', 'kerja', 'pakai', 'keti', 'mutu', 'ulu', 'kepala', 'kosong', 'lagak', 'kayak', 'senapan', 'lupa', 'selongsong', 'senapan', 'kosong', 'kayak', 'andalangkahhati', 'didik', 'tugas', 'bawa', 'bodoh', 'emis', 'didik', 'skill', 'pimpin', 'bilang', 'sales', 'tau', 'beda', 'skill', 'komunnikasi', 'sales', 'pimpin', 'wajar', 'didik', 'dalam', 'lingkup', 'benarbenar', 'konyol', 'temu', 'sumbang', 'turun', 'rerata', 'nilai', 'iq', 'orang', 'indonesia']",-29,negatif,-1,Negatif
langkahhati lah ini kau lagi yang komen disini tadi ku dapat kau komen disebelah tadi saya meminta mana datamu yang bilang anies gagal di dki pakai data kredibel yahsy tggu,"['langkahhati', 'kau', 'komen', 'ku', 'kau', 'komen', 'belah', 'data', 'bilang', 'anies', 'gagal', 'dki', 'pakai', 'data', 'kredibel', 'yahsy', 'tggu']",-12,negatif,-1,Negatif
kasihan pak prabowo pikirannya tersandera karena berada dalam kekuasaan brbeliu bukan prabowo yang dulu lagi beliu sekarang telah terkontaminasi brbrpak anies 4 jempol untuk anda sangat layak jadi pemimpin bangsa,"['kasihan', 'prabowo', 'pikir', 'sandera', 'kuasa', 'brbeliu', 'prabowo', 'beliu', 'kontaminasi', 'brbrpak', 'anies', '4', 'jempol', 'layak', 'pimpin', 'bangsa']",1,positif,1,Positif
kalo ada 4 tangan 4 kaki semua jempol untuk pak anies,"['kalo', '4', 'tangan', '4', 'kaki', 'jempol', 'anies']",5,positif,1,Positif
pak anisyeess,['anisyeess'],0,netral,0,Positif
saya bukan buzzer ya nitip komen aha,"['buzzer', 'ya', 'nitip', 'komen', 'aha']",4,positif,1,Positif
ganjar tenang berwibawa siap melanjutkan kerja jokowi layak jadi presiden 2024,"['ganjar', 'tenang', 'wibawa', 'lanjut', 'kerja', 'jokowi', 'layak', 'presiden', '2024']",6,positif,1,Positif
banten bersama anis,"['banten', 'anis']",0,netral,0,Netral
saya akui pak anis pintar dan pandai menata kata kalo saya perempuan saya pasti luluh dengan perkataan nya tapi tidak dengan saya di sini saya memilih yang benar tulus untuk negara initidak cuma ksta katabrkarna yang tulus saya yakin lebih maxsimal bekrja untuk negara ini dan mati pun rela untuk rakyat nya,"['aku', 'anis', 'pintar', 'pandai', 'tata', 'kalo', 'perempuan', 'luluh', 'kata', 'nya', 'pilih', 'tulus', 'negara', 'initidak', 'ksta', 'katabrkarna', 'tulus', 'maxsimal', 'bekrja', 'negara', 'mati', 'rela', 'rakyat', 'nya']",10,positif,1,Positif
saya warga jakarta puas sekali dengan kinerja anispak anis enggak sekedar cerdas dan pintar mengomong tapi itu semua dibuktikan dengan jakarta yang nyaman seperti sekarang ini,"['warga', 'jakarta', 'puas', 'kerja', 'anispak', 'anis', 'dar', 'cerdas', 'pintar', 'omong', 'bukti', 'jakarta', 'nyaman']",2,positif,1,Negatif
pak prabowo berkata pemimpin harus sejuk tetapi cara penyampaiannya tidak menyejukkan hati sudah sering seperti itu,"['prabowo', 'pimpin', 'sejuk', 'sampai', 'sejuk', 'hati']",-2,negatif,-1,Negatif
prabowo tersandera kasus gibran jadi cawapres,"['prabowo', 'sandera', 'gibran', 'cawapres']",0,netral,0,Positif
prabu unyuunyu di jateng yang langka bukan pupuk tapi pupur atau bedak,"['prabu', 'unyuunyu', 'jateng', 'langka', 'pupuk', 'pupur', 'bedak']",-1,negatif,-1,Negatif
terlihat jelas mana yang berkualitas dan layak menjadi pemimpin atas permasalahanpermasalahan yang ada di indonesia pemilu 2024 bisa menjadi barometer kualitas sdm di indonesia,"['kualitas', 'layak', 'pimpin', 'permasalahanpermasalahan', 'indonesia', 'milu', '2024', 'barometer', 'kualitas', 'sdm', 'indonesia']",6,positif,1,Positif
menyalahkan angin wkwkwkwk,"['salah', 'angin', 'wkwkwkwk']",-4,negatif,-1,Negatif
aturan saat capres sedang debat agar para pendukung tidak ribut eh saat capres 02 diserang malah cawapresnya berdiri memprovokasi pendukungnya untuk ribut dasar bocah,"['atur', 'capres', 'debat', 'dukung', 'ribut', 'eh', 'capres', '02', 'serang', 'cawapresnya', 'diri', 'provokasi', 'dukung', 'ribut', 'dasar', 'bocah']",7,positif,1,Positif
disini jelas sekali anies yang terbaik dari yang lain,"['anies', 'baik']",2,positif,1,Positif
prett,['prett'],0,netral,0,Netral
ditanya polusi dijawab covidbrmasalah polusi jakarta semua sudah tau tapi masih ngeles,"['polusi', 'covidbrmasalah', 'polusi', 'jakarta', 'tau', 'ngeles']",-15,negatif,-1,Negatif
pak prabowo masih saja kelihatan sakit hatinya karena masa lalu,"['prabowo', 'sakit', 'hati']",-5,negatif,-1,Negatif
kagum dengan prabowo gibran,"['kagum', 'prabowo', 'gibran']",2,positif,1,Positif
pilih yang benarbenar kerja nyata bukan hanya berkata kata atau menata kata,"['pilih', 'benarbenar', 'kerja', 'nyata', 'tata']",3,positif,1,Positif
prabowo keluar temperamental nya anies dan ganjar tenangbrtopik debat adalah ham hukum dan korupsi prabowo paling banyak out of topik tanya polusi pada anies tanya pupuk pada ganjar pupuk dan polusi tidak ada hubungannya dengan ham dan hukum ganjar tanya ham pada pas dlm topik tanya ikn pada anies itu diluar topik hukum dan ham hanya anies yang tanya sesuai topik tanya hukum maka pada ps tanya ham km0 dan ham kanjuruan pada ganjar jadi nilai dari gue pas ganjar anies prabowo paling kurang siap berdebat ini pendapat gue ya,"['prabowo', 'temperamental', 'nya', 'anies', 'ganjar', 'tenangbrtopik', 'debat', 'ham', 'hukum', 'korupsi', 'prabowo', 'out', 'of', 'topik', 'polusi', 'anies', 'pupuk', 'ganjar', 'pupuk', 'polusi', 'hubung', 'ham', 'hukum', 'ganjar', 'ham', 'pas', 'dlm', 'topik', 'ikn', 'anies', 'luar', 'topik', 'hukum', 'ham', 'anies', 'sesuai', 'topik', 'hukum', 'ps', 'ham', 'km0', 'ham', 'kanjuruan', 'ganjar', 'nilai', 'gue', 'pas', 'ganjar', 'anies', 'prabowo', 'debat', 'dapat', 'gue', 'ya']",20,positif,1,Positif
